1	Salvere iubeo spectatores optumos,
81	ea invenietur et pudica et libera,
82	ingenua Atheniensis, neque quicquam stupri
83	faciet profecto in hac quidem comoedia.
84	mox hercle vero, post transactam fabulam,
85	argentum si quis dederit, ut ego suspicor,
86	ultro ibit nuptum, non manebit auspices.
87	tantum est. valete, bene rem gerite et vincite
88	virtute vera, quod fecistis antidhac.
89	Non mihi licere meam rem me solum, ut volo,
90	loqui atque cogitare, sine ted arbitro?
91	quid tu, malum, me sequere?
91a	Quia certum est mihi,
92	quasi umbra, quoquo tu ibis, te semper sequi;
93	quin edepol etiam si in crucem vis pergere,
94	sequi decretumst. dehinc conicito ceterum,
95	possisne necne clam me sutelis tuis
96	praeripere Casinam uxorem, proinde ut postulas.
97	Quid tibi negotist mecum?
97a	Quid ais, impudens?
98	quid in urbe reptas, vilice haud magni preti?
99	Lubet.
99a	Quin ruri es in praefectura tua?
100	quin potius quod legatum est tibi negotium,
101	id curas atque urbanis rebus te apstines?
102	huc mihi venisti sponsam praereptum meam:
103	abi rus, abi dierectus tuam in provinciam.
104	Chaline, non sum oblitus officium meum:
105	praefeci ruri recte qui curet tamen.
106	ego huc quod veni in urbem si impetravero,
107	uxorem ut istam ducam, quam tu deperis,
108	bellam et tenellam Casinam, conservam tuam,
109	quando ego eam mecum rus uxorem abduxero,
110	ruri incubabo usque in praefectura mea.
111	Tun illam ducas? hercle me suspendio,
112	quam tu eius potior fias, satiust mortuom.
113	Mea praedast illa: proin tu te in laqueum induas.
114	Ex sterculino effosse, tua illaec praeda sit?
115	Scies hóc ita esse.
115a	Vae tibi.
115b	Quot te modis,
116	si vivo, habebo in nuptiis miserum meis.
117	Quid tu mihi facies?
117a	Egone quid faciam tibi?
118	primum omnium huic lucebis novae nuptae facem;
119	postilla, ut semper, improbus nihilique eris:
120	post id locorum quando ad villam veneris,
121	dabitur tibi amphora una et una semita,
122	fons unus, unum ahenum et octo dolia:
123	quae nisi erunt semper plena, ego te implebo flagris.
124	ita te aggerunda curvom aqua faciam probe,
125	ut postilena possit ex te fieri.
126	post autem érvi nisi tu acervom éderis
127	aut quasi lumbricus terram, quod te postules
128	gustare quicquam, numquam edepol ieiunium
129	ieiunumst aeque atque ego te ruri reddibo.
130	post id, quom lassus fueris et famelicus,
131	noctu ut condigne te cubes curabitur.
132	Quid facies?
132a	Concludere in fénestram firmiter,
133	unde auscultare possis quóm ego illam ausculer:
134	quom mi illa dicet “mi animule, mi Olympio,
135	mea vita, mea mellilla, mea festivitas,
136	sine tuos ocellos deosculer, voluptas mea,
137	sine amabo ted amari, meus festus dies,
138	meus pullus passer, mea columba, mi lepus”,
139	quom mi haec dicentur dicta, tum tu, furcifer,
140	quasi mus, in medio pariete versabere.
141	nunc ne tu te mihi respondere postules,
142	abeo intro. taedet tui sermonis.—
142a	Te sequor.
143	hic quidem pol certo nil ages síne med arbitro.—
144	Obsígnate céllas, reférte anulum ád me:
145	ego húc transeo ín proxumum ád meam vicínam.
146	vir sí quid volét me, facite hínc accersátis.
147	Prándium iússerat sénex sibi parari.
148	St! tace átque abi; néque paro néque hodie coquetur,
149	quándo is mi et fílio ádvorsatúr suo
150	ánimi amorísque causá sui,
151	flágitium illud hóminis. ego illúm fame, ego illúm siti,
152	maledíctis, malefáctis amátorem ulcíscar,
153	ego pól illum probe íncommodís dictis ángam,
156	fáciam uti proínde ut est dígnus vitám colat,
157	Ácheruntis pábulum,
158	flágiti persequentem†
159	stabulúm nequitiae.
160	nunc húc meas fortúnas eo quéstum ad vicínam.
161	séd foris concrépuit, atque eápse eccam egreditúr foras:
162	non pól per tempus iter húc mi incepi.
163	Sequimíni, comites, in próxumum me huc. heus vós, ecquis haec quae lóquor audit?
166	ego hic éro, vir si aut quispiám quaeret.
167	nam úbi domi sóla sum, sópor manus cálvitur.
168	iussín colum ferrí mihi?
168a	Myrrhína, salve.
171	Salvé mecastor. séd quid tu es tristís, amabo?
172	Itá solent omnes quae súnt male nuptae:
176	domi ét foris aegre quód siet, satis sémper est.
177	nam ego íbam ad te.
177a	Et pol ego ístuc ad te.
178	sed quíd est quod tuo nunc ánimo aegrest?
179	nam quód tibi est aégre, idem mi ést dividiae.
181	Credo écastor, nam vícinam nemínem amo merito mágis quam te
182	nec † qua in plura sint mihi quae ego velim.
183	Amó te, atque istúc expetó scire quíd sit.
186	Péssumis mé modis déspicatúr domi.
187	Hém, quid est? díc idem (nám pol hau sátis meo
188	córde accepí querellas tuas) ópsecro.
189	Vír me habet péssumis déspicatám modis,
190	néc mihi iús meum óptinendi optio est.
191	Míra sunt, véra si praédicas, nám viri
192	iús suom ad múlieres óptinere haúd queunt.
193	Quín mihi ancíllulam ingrátiis póstulat,
194	quaé mea est, quaé meo edúcta sumptú siet,
195	vílico suo sé dare,
196	séd ipsus eam amat.
196a	Obsecro
197	táce.
197a	Nam hic nunc licet dícere:
198	nós sumus.
198a	Ita est. unde éa tibi est?
199	nám peculí probam níl habere áddecet
200	clám virum, ét quae habet, pártum ei haud cómmode est,
201	quín viro aut súbtrahat aut stupro invénerit.
202	hóc viri cénseo esse ómne, quidquíd tuom est.
203	Tu quidem advorsum tuam amicam omnia loqueris.
204	Tace sís, stulta, et mi auscúlta. nolí sis tu illi advórsari,
206	sine amét, sine quod libet íd faciat, quandó tibi nil domi délicuom est.
207	Satin sána es? nam tu quidem ádvorsus tuam istaéc rem loquere.
207a	Insípiens,
211	sempér tu huic verbo vítato abs tuo víro.
211a	Cui verbo?
211b	Ei fóras, mulier.
212	St, táce,
212a	Quid est?
212b	Ém.
212c	Quis est, quém vides?
212d	Vir
213	eccum ít; intro ábi, adpropera, áge amabó.
213a	Impetrás, abeo.
214	Mox mágis cum otium mi et tibi érit, igitur
216	tecúm loquar. nunc vale.
216a	Váleas.—
217	Omnibus rebus ego amorem credo et nitoribus nitidis antevenire,
218	nec potis quicquam commemorari quod plus salis plusque leporis hodie
219	habeat; cocos equidem nimis demiror, tot qui utuntur condimentis,
220	eos eo condimento uno non utier, omnibus quod praestat.
221	nam úbi amor condiméntum inerit, cuivís placituram escam crédo;
222	neque sálsum neque suave ésse potest quicquam, úbi amor non admíscetur:
223	fel quód amarumst, id mél faciet, hominem éx tristi lepidum ét lenem.
224	hanc égo de me coniécturam domi fácio magis quam ex aúditis;
225	qui quóm amo Casinam, mágis niteo, mundítiis munditiam ántideo:
226	myropólas omnes sollicito, ubicúmque est lepidum unguéntum, unguor,
227	ut illí placeam; et placeo, út videor. sed uxór me excruciat, quía vivit.
228	tristem ástare aspició. blande haec mihi mála res appellánda est.
229	uxór mea meaque amoénitas, quid tu agis?
229a	Abi atque abstine manum.
230	Heiá, mea Iuno, nón decet esse té tam tristem tuó Iovi.
231	quo núnc abis?
231a	Mítte me.
231b	Mane.
231c	Non máneo.
231d	At pol ego té sequar.
232	Óbsecro, sanun est?
232a	Sánus quom téd amo.
233	Nólo ames.
233a	Nón potes ímpetrare.
233b	Énecas.
234	Véra dicás velim.
234a	Crédo ego istúc tibi.
235	Réspice, o mi lepos.
235a	Nempe ita ut tú mihi es.
236	unde híc, amabo, unguénta olent?
236a	Oh périi, manufestó miser
237	téneor. cessó caput pállio detérgere?
238	út te bonus Mercúrius perdat, mýropola, quia haec míhi dedisti.
239	Ého tu nihili, cána culex, vix téneor quin quae décent te dicam,
240	sénecta aetate únguentatus pér vias, ignáve, incedis?
241	Pól ego amico dédi cuidam operam, dum émit unguenta.
241a	Vt cito comméntust.
242	écquid te pudet?
242a	Ómnia quae tu vís.
242b	Vbi in lustrá iacuisti?
243	Égone in lustra?
243a	Scío plus quam tu me árbitrare.
243b	Quíd id est? quid scis?
244	Té sene omniúm † senem néminem esse ignáviorem.
245	únde is, nihili? ubí fuisti? ubí lustratu's lustratus es ? úbi bibisti?
246	mádes mecastor: víde, palliolum ut rúgat.
246a	Di me et te ínfelicent,
247	si égo in os méum hodie viní guttam índidi.
247a	Immo age, út lubet,
248	bíbe, es, disperde rem.
248a	Óhe, iam satis, uxór, comprime te, nímium tinnis,
251	relínque aliquantum orátionis, crás quod mecum lítiges.
252	séd quid ais? iam domuisti animum, potius ut quod vir velit
253	fieri, id facias, quam adversere contra?
253a	Qua de re?
253b	Rogas?
254	super ancilla Casina, ut detur nuptum nostro vilico,
255	servo frugi atque ubi illi bene sit ligno, aqua calida, cibo,
256	vestimentis, ubique educat pueros quos pariat † potius
257	quam illi servo nequam des, armigero nili atque improbo,
258	cui hominí hodie peculi nummus non est plumbeus.
259	Mirum ecastor, te senecta aétate officium tuom
260	non meminisse.
260a	Quid iam?
260b	Quia, si facias recte aut commode,
261	me sinas curare ancillas, quae mea est curatio.
262	Qui, malum, homini scutigerulo dáre lubet?
262a	Quía enim filio
263	nos oportet opitulari único.
263a	At quamquam unicust,
264	nihilo magis ille unicust mihi filius quam ego illi pater:
265	illum mi aequiust quam me illi quae volo concedere.
266	Tu ecastor tibi, homo, malam rem quaeris.
266a	Subolet, sentio.
267	egone?
267a	Tu. nam quid friguttis? quid istuc tam cupide cupis?
268	Vt enim frugi servo detur potius quam servo improbo.
269	Quid si ego impetro atque exoro a vilico, causa mea
270	ut eam illi permittat?
270a	Quid si ego autem ab armigero impetro,
271	ut eam illi permittat? atque hóc credo impetrassere.
272	Convenit. vin tuis Chalinum huc evocem verbis foras?
273	tú eum orato, ego autem orabo vilicum.
273a	Sane volo.
274	Iam hic erit. nunc experiemur, nostrum uter sit blandior.—
275	Hercules dique istam perdant, quod nunc liceat dicere.
276	ego discrucior miser amore, illa autem quasi ob industriam
277	mi advorsatur. subolet hoc iam uxori quod ego machinor:
278	propter eam rem magis armigero dat operam de industria.
279	qui illum di omnes deaeque perdant.
279a	Te uxor aiebat tua
280	me vocare.
280a	Ego énim vocari iussi.
280b	Eloquere quid velis.
281	Primum ego te porrectiore fronte volo mecum loqui;
282	stultitia est ei te esse tristem, cuius potestas plus potest.
283	probum te et frugi hominem iam pridem esse arbitror.
283a	Intellego.
284	quin, si ita arbitrare, emittis me manu?
284a	Quin id volo.
286	sed nihil est, me cupere factum, nisi tu factis adiuvas.
287	Quid velis modo id velim me scire.
287a	Ausculta, ego eloquar.
288	Casinam ego uxorem promisi vilico nostro dare.
289	At tua uxor filiusque promiserunt mihi.
289a	Scio.
290	sed utrum nunc tu caelibem te ésse mavis liberum
291	an maritum servom aetatem degere et gnatos tuos?
292	optio haec tua est: utram harum vis condicionem accipe.
293	Liber si sim, meo periclo vivam; nunc vivo tuo.
294	de Casina certum est concedere homini nato nemini.
295	Intro abi atque actutum uxorem huc evoca ante aedis cito,
296	et sitellam huc tecum efferto cúm aqua, et sortis.
296a	Satis placet.
297	Ego pol istam iam aliquovorsum tragulam decidero.
298	nam si sic nihil impetrare potero, saltem sortiar.
299	ibi ego te et suffragatores tuos ulciscar.
299a	Attamen
300	mi obtinget sors.
300a	Vt quidem pol pereas cruciatu malo.
301	Mi illa nubet, machinare quid lubet quo vis modo.
302	Abin hinc ab oculis?
302a	Invitus me vides, vivam tamen.—
303	Sumne ego miser homo? satin omnes res sunt advorsae mihi?
304	iam metuo, ne Olympionem mea uxor exoraverit
305	ne Casinam ducat: si id factum est, ecce me nullum senem;
306	si non impetravit, etiam specula in sortist mihi.
307	si sors autem decolassit, gladium faciam culcitam
308	eumque incumbam. sed progreditur optume eccum Olympio.
309	Vna edepol opera in furnum calidum condito
310	atque ibi torreto me pro pane rubido,
311	era, qua istuc opera a me impetres quod postulas.
312	Salvos sum, salva spes est, ut verba audio.
313	Quid tu me tua, era, libertate territas?
314	qui si tu nolis filiusque etiam tuos,
315	vobis invitis atque amborum ingratiis
316	una libella liber possum fieri.
317	Quid istúc est? quicum litigas, Olympio?
318	Cum eadem qua tu semper.
318a	Cum uxoré mea?
319	Quam tu mi uxorem? quasi venator tu quidem es:
320	dies átque noctes cum cane aetatem exigis.
321	Quid agit, quid loquitur tecum?
321a	Orat, obsecrat,
322	ne Casinam uxorem ducam.
322a	Quid tu postea?
323	Negavi enim ipsi me concessurum Iovi,
324	si is mecum oraret.
324a	Di te servassint mihi.
325	Nunc in fermento totast, ita turget mihi.
326	Ego edepol illam mediam diruptam velim.
327	Credo edepol esse, siquidem tu frugi bonae es.
328	verum edepol tua mihi odiosa est amatio:
329	inimica est tua uxor mihi, inimicus filius,
330	inimici familiares.
330a	Quid id refert tua?
331	unus tibi hic dum propitius sit Iuppiter,
332	tu istos minutos cave deos flocci feceris.
333	Nugae sunt istae magnae. quasi tu nescias,
334	repente ut emoriantur humani Ioves.
335	responde: si tu Iuppiter sis mortuos,
336	cum ad deos minoris redierit regnum tuom,
337	quis mihi subveniet tergo aut capiti aut cruribus?
338	Opinione melius res tibi habeát tua,
339	si hoc impetramus, ut ego cum Casina cubem.
340	Non hercle opinor posse, ita uxor acriter
341	tua instat, ne mihi detur.
341a	At ego sic agam:
342	coniciam sortis in sitellam et sortiar
343	tibi et Chalino. íta rem natam intellego:
344	necessum est vorsis gladiis depugnarier.
345	Quid si sors aliter quam voles evenerit?
346	Bene dice. dis sum fretus, deos sperabimus.
347	Non ego istud verbum émpsim tittibilicio;
348	nam omnes mortales dis sunt freti, sed tamen
349	vidi ego dis fretos saepe multos decipi.
350	St, táce parumper.
350a	Quid vis?
350b	Eccum exit foras
351	Chalinus intus cum sitella et sortibus.
352	nunc nos conlatis signis depugnabimus.
353	Fáce, Chaline, certiorem me, quid meus vir me velit.
354	Ille edepol videre ardentem te extra portam mortuam.
355	Credo ecastor velle.
355a	At pol ego hau credo, sed certo scio.
356	Plus artificum est mihi quam rebar: hariolum hunc habeo domi.
357	quid si propius attollamus signa eamusque obviam?
358	sequere. quid vos agitis?
358a	Adsunt quae imperavisti omnia:
359	uxor, sortes, situla atque egomet.
359a	Te uno adest plus quam ego volo.
360	Tibi quidem edepol ita videtur; stimulus ego nunc sum tibi,
361	fodico corculum; adsudascis iam ex metu, mastigia.
362	Tace, Chaline.
362a	Comprime istum.
362b	Immo istunc, qui didicit dare.
363	Adpone hic sitellam, sortis cedo mihi. animum advortite.
364	atque ego censui aps te posse hoc me impetrare, uxor mea,
365	Casina ut uxor mihi daretur; et nunc etiam censeo.
366	Tibi daretur illa?
366a	Mihi enim—ah, non id volui dicere:
367	dum mihi volui, huic dixi, atque adeo mihi dum cupio—perperam
368	iam dudum hercle fabulor.
368a	Pol tu quidem, atque etiam facis.
369	Huic—immo hercle mihi—vah, tandem redii vix veram in viam.
370	Per pol saepe peccas.
370a	Ita fit, ubi quid tanto opere expetas.
371	sed te uterque tuo pro iure, ego atque hic, oramus.
371a	Quid est?
372	Dicam enim, mea mulsa: de istac Casina huic nostro vilico
373	gratiam facias.
373a	At pol ego néque facio neque censeo.
374	Tum igitur ego sortis utrimque iam.
374a	Quis votat?
375	Optimum atque aequissimum istud esse iure iudico.
376	postremo, si illuc quod volumus eveniet, gaudebimus;
377	sin secus, patiemur animis aequis. tene sortem tibi.
378	vide quid scriptum est.
378a	Vnum.
378b	Iniquom est, quia isti prius quam mihi dedit.
379	Accipe hanc sis.
379a	Cedo. mane, unum venit in mentem modo:
380	vide ne quae illic insit alia sortis sub aqua.
380a	Verbero,
381	men te censes esse?
381a	Nulla est. habe quietum animum modo.
382	Quod bonum atque fortunatum sit mihi—
382a	Magnum malum
383	tibi quidem edepol credo eveniet; novi pietatem tuam.
384	sed mane dum: num ista aut populna sors aut abiegnast tua?
385	Quid tu id curas?
385a	Quia enim metuo, né in aqua summa natet.
386	†Auge cave. conicite sortes nunciam ambo huc. eccere.
387	uxor, aequa.
387a	Noli uxori credere.
387b	Habe animum bonum.
388	Credo hercle, hodie devotabit sortis si attigerit.
388a	Tace.
389	Taceo. deos quaeso—
389a	Vt quidem tu hodie canem et furcam feras.
390	Mihi ut sortito eveniat—
390a	Vt quidem hercle pedibus pendeas.
391	At tu ut oculos emungare ex capite per nasum tuos.
392	Quid times? paratum oportet esse iam laqueum tibi.
393	Periisti.
393a	Animum advortite ambo.
393b	Taceo.
393c	Nunc tu, Cleostrata,
394	ne a me memores malitiose de hac re factum aut suspices,
395	tibi permitto: tute sorti.
395a	Perdis me.
395b	Lucrum facit.
396	Bene facis.
396a	Deos quaeso—ut tua sors ex sitella effugerit.
397	Ain tu? quia tute es fugitivos, omnes te imitari cupis?
398	utinam tua quidem, sicut factum esse Herculeis praedicant
399	quondam prognatis, in sortiendo sors deliquerit.
400	Tu ut liquescas ipse, actutum virgis calefactabere.
401	Hoc age sis, Olympio.
401a	Si hic litteratus me sinat.
402	Quod bonum atque fortunatum mihi sit.
402a	Ita vero, et mihi.
403	Non.
403a	Immo hercle.
403b	Immo mihi hercle.
403c	Hic vincet, tu vives miser.
404	Percide os tu illi † hodie. age, ecquid fit? ne obiexis manum.
405	Compressan palma an porrecta ferio?
405a	Age ut vis.
405b	Em tibi.
406	Quid tibi istunc tactio est.
406a	Quia Iuppiter iussit meus.
407	Feri malam, ut ille, rursum.
407a	Perii, pugnis caedor, Iuppiter.
408	Quid tibi tactio hunc fuit?
408a	Quia iussit haec Iuno mea.
409	Patiundum est, siquidem me vivo mea uxor imperium exhibet.
410	Tam huic loqui licere oportet quam isti.
410a	Cur omen mihi
411	vituperat?
411a	Malo, Chaline, tibi cavendum censeo.
412	Temperi, postquam oppugnatum est os.
412a	Age, uxor, nunciam
413	sorti. vos advortite animum. prae metu ubi sim nescio.
414	perii, cor lienósum, opinor, habeo, iam dudum salit,
415	de labore pectus tundit.
415a	Teneo sortem.
415b	Ecfer foras.
416	Iamne mortuo's mortuus es ?
416a	Ostende. mea haec est.
416b	Mala crux éast quidem.
417	Victus es, Chaline.
417a	Cum nos di iuvere, Olympio,
418	gaudeo.
418a	Pietate factum est mea atque maiorum meum.
419	Intro abi, uxor, atque adorna nuptias.
419a	Faciam ut iubes.
420	Scin tu rus hinc esse ad villam longe quo ducat?
420a	Scio.
421	Intro abi et, quamquam hoc tibi aegre est, tamen fac accures.
421a	Licet.—
422	Eamus nos quoque intro, hortemur ut properent.
422a	Numquid moror?—
423	Nam praesente hoc plura verba fieri non desidero.—
424	Si nunc me suspendam, meam operam luserim
425	et praeter operam restim sumpti fecerim
426	et meis inimicis voluptatem creaverim.
427	quid opus est, qui sic mortuos? equidem tamen
428	sorti sum victus, Casina nubet vilico.
429	atque id non tam aegrest iam, vicisse vilicum,
430	quam id expetivisse opere tam magno senem,
431	ne ea mihi daretur atque ut illi nuberet.
432	ut illé trepidabat, ut festinabat miser;
433	ut sussultabat, postquam vicit vilicus.
434	attat, concedam huc, audio aperiri foris,
435	mei benevolentes atque amici prodeunt.
436	hinc ex insidiis hisce ego insidias dabo.
437	Sine modo rus veniat: ego remittam ad te virum
438	cum furca in urbem tamquam carbonarium.
439	Ita fieri oportet.
439a	Factum et curatum dabo.
440	Volui Chalinum, si domi esset, mittere
441	tecum obsonatum, ut etiam in maerore insuper
442	inimico nostro miseriam hanc adiungerem.
443	Recessim cedam ad parietem, imitabor nepam;
444	captandust horum clanculum sermo mihi.
445	nam illorum me alter cruciat, alter macerat.
446	at candidatus cedit hic mastigia,
447	stimulorum loculi. protollo mortem mihi;
448	certum est, hunc Acheruntem praemittam prius.
449	Vt tibi ego inventus sum obsequens. quod maxime
450	cupiebas, eius copiam feci tibi.
451	erit hodie tecum quod amas clam uxorem.
451a	Tace.
452	ita me di bene ament, ut ego vix reprimo labra
453	ob istánc rem quin te deosculer, voluptas mea.
454	Quid, deosculere? quae res? quae voluptas tua?
455	ecfodere hercle hic volt, credo, vesicam vilico.†
456	Ecquid amas nunc me?
456a	Immo edepol me quam te minus.
457	licetne amplecti te?
457a	Quid, amplecti?
457b	Licet.
458	Vt, quia te tango, mel mihi videor lingere.
459	Vltro te, amator, apage te a dorso meo.
460	Illuc est, illuc, quod hic hunc fecit vilicum:
461	eidem me pridem, cum ei advorsum veneram,
462	facere atriensem voluerat sub ianua.
463	Vt tibi morigerus hodie, ut voluptati fui.
464	Vt tibi, dum vivam, bene velim plus quam mihi.
465	Hodie hercle, opinor, hi conturbabunt pedes:
466	solet hic barbatos sane sectari senex.
467	Vt ego hodie Casinam deosculabor, ut mihi
468	bona multa faciam clam meam uxorem.
468a	Attatae,
469	nunc pol ego demum in rectam redii semitam.
470	hic ipsus Casinam deperit. habeo viros.
471	Iam hercle amplexari, iam osculari gestio.
472	Sine prius deduci. quid, malum, properas?
472a	Amo.
473	At non opinor fieri hoc posse hodie.
473a	Potest,
474	siquidém cras censes te posse emitti manu.
475	Enim véro huc aures magis sunt adhibendae mihi:
476	iam ego uno in saltu lepide apros capiam duos.
477	Apud hunc sodalem meum atque vicinum mihi
478	locus est paratus: ei ego amorem omnem meum
479	concredui; is mihi se locum dixit dare.
480	Quid eius uxor? ubi erit?
480a	Lepide repperi.
481	mea uxór vocabit huc eam ad se in nuptias,
482	ut hic sit secum, se adiuvet, secum cubet;
483	ego iussi, et dixit se facturam uxor mea.
484	illa hic cubabit, vir aberit faxo domo;
485	tu rus uxorem duces: id rus hic erit
486	tantisper dum égo cum Casina faciam nuptias.
487	hinc tu ante lucem rus cras duces postea.
488	satin docte?
488a	Astute.
488b	Age modo, fabricamini,
489	malo hercle vestro tam vorsuti vivitis.
490	Scin quid nunc facias?
490a	Loquere.
490b	Tene marsuppium,
491	abi atque obsona, propera, sed lepide volo,
492	molliculas escas, út ipsa mollicula est.
492a	Licet.
493	Emito sepiolas, lepadas, lolligunculas,
494	hordeías.
494a	Immo triticeías, si sapis.
495	Soleas.
495a	Qui quaeso potius quam sculponeas,
496	quibus báttuatur tíbi os, senex nequissime?
497	Vin lingulacas?
497a	Quid opust, quando uxor domi est?
498	ea lingulaca est nobis, nam numquam tacet.
499	In re praesenti ex copia piscaria
500	consulere quid emam potero.
500a	Aéquom oras, abi.
501	argento parci nolo, obsonato ampliter.
502	nam mihi vicino hoc etiam convento est opus,
503	ut quod mandavi curet.
503a	Iamne abeo?
503b	Volo.—
504	Tribus nón conduci possum libertatibus,
505	quin ego illis hodie comparem magnum malum
506	quinque hanc omnem rem meae erae iam faciam palam.
507	manifesto teneo in noxia inimicos meos.
508	sed si nunc facere volt era officium suom,
509	nostra omnis lis est. pulchre praevortar viros.
510	nostro omine it dies; iam victi vicimus.
511	ibo intro, ut id quod alius condivit cocus,
512	ego nunc vicissim ut alio pacto condiam,
513	quo id quoi paratum est ut paratum ne siet
514	sitque ei paratum quod paratum non erat.—
515	Núnc amici ánne inimici sís imago, Alcésime,
516	mihi sciam, nunc specimen specitur, nunc certamen cernitur.
517	cur amem me castigare, id ponito ad compendium,
518	cano capite aetate aliena eo addito ad compendium,
519	cui sit uxor id quoque illuc ponito ad compendium.
520	Miseriorem ego ex amore quam te vidi neminem.
521	Fac vacent aedes.
521a	Quin edepol servos, ancillas domo
522	certum est omnis mittere ad te.
522a	Oh, nimium scite scitus es.
523	sed facito dum merula † pervorsus quos cantat colas:
524	cum cibo suo quique facito ut veniant, quasi eant Sutrium.
525	Meminero.
525a	Em, nunc enim te demum nullum scitum scitiust.
526	cura, ego ad forum modo ibo: iam hic ero.
526a	Bene ambula.
527	Fac habeant linguam tuae aedes.
527a	Quid ita?
527b	Cum veniam, vocent.
528	Attatae, caedundus tú homo es: nimias delicias facis.
529	Quid me amare refert, nisi sim doctus ac dicaculus?
530	sed tu cave in quaesitione mihi sis.—
530a	Vsque adero domi.—
531	Hoc erat ecastor quod me vir tanto opere orabat meus,
532	ut properarem arcessere hanc huc ad me vicinam meam,
533	liberae aedes ut sibi essent, Casinam quo deducerent.
534	nunc adeo nequaquam arcessam, ne illis ignavissumis
535	liberi loci potestas sit, vetulis vervecibus.
536	sed eccum égreditur, senati columen, praesidium popli,
537	meus vicinus, meo viro qui liberum praehibet locum.
538	non ecastor vilis emptu est, modio qui venit salis.
539	Miror huc iam non arcessi in proxumum uxorem meam,
540	quae iam dudum, si arcessatur, ornata exspectat domi.
541	sed eccam, opino arcessit. salve, Cleostrata.
541a	Et tu, Alcesime.
542	ubi tua uxor?
542a	Intus illa te, si se arcessas, manet;
543	nam tuos vir me orávit, ut eam ístuc ad te adiutum mitterem.
544	vin vocem?
544a	Sine eam nolo si occupata est.
544b	Otium est.
545	Nil moror, molesta ei esse nolo; post convenero.
546	Non ornatis istic apud vos nuptias?
546a	Orno et paro.
547	Non ergo opus est adiutrice?
547a	Satis domist. ubi nuptiae
548	fuerint, tum istam convenibo. nunc vale, atque istanc iube.—
